2018 Medicare Spent,2019 Medicare Spent,2020 Medicare Spent,2021 Medicare Spent,2022 Medicare Spent
675541203.41,851858323.41,943229968.71,1008148769.38,1158680114.75
11657613.7,10919575.67,12431073.14,13047891.52,13812199.65
381657.94,578189.14,332038.76999999996,353465.35,309076.51
0.0,106.64,1590589.44,11956002.06,19420722.3
0.0,0.0,0.0,283569.18,11557368.39
0.0,0.0,0.0,0.0,6182539.79
104093025.85,78043423.61999999,91859929.41,128391755.811,126675997.25999999
33254906.57,57210633.32,52006806.73,60740756.04,63411719.58
1973381.48,2506984.0,4219352.11,1825191.23,54122.9
742783340.61,794941770.04,705330715.83,635827692.91,639550184.24
1535912.27,1320667.1199999999,1035111.73,1059168.96,3923435.44
26395.58,1429570.9300000002,2011320.09,2349047.5900000003,3790926.52
19975.25,21685.46,5375.79,9002.9,4364.42
37570.46,54086.6,82554.87,51020.89,98871.27
0.0,2856598.83,11447781.36,23584012.66,44132806.21
0.0,0.0,0.0,3233407.82,3645062.51
166580.32,270071.33999999997,411563.83,472173.69,436653.33999999997
114903121.14,344518342.21,157357331.9,23453259.97,10940340.120000001
1806.79,3904.7700000000004,6590.31,17671.670000000002,2065.35
35797922.9,38410606.58,13046160.77,2811616.38,1379343.45
13270424.63,7690944.9399999995,5999787.9,1400596.98,195917.33
6006270.069999999,5558213.11,2489198.6300000004,838138.3200000001,428456.26999999996
349053851.98,380574935.81,424616703.22,319325152.73,286861785.94
1363500.83,1177423.49,984876.03,807939.26,819906.24
3015939326.72,3843393531.5699997,4725735399.81,4741208329.97,4906347757.64
1279450.92,1342464.51,1832161.0899999999,3065692.3600000003,7896046.15
1794257.42,1391460.24,1054736.76,788578.1,603995.33
157444.61,109582.78,97363.06999999999,78626.5,103283.21
19218.46,45214.49,48059.17,24494.49,48813.4
3280065548.3200006,2334718972.58,443037175.21,316912603.2,280768140.55
50788.16,30554.58,37114.81,23590.14,20856.21
22719515.62,36745660.67,55242537.66,69912788.64,74254134.53999999
645.63,842.43,546.72,0.0,677.75
300120.11,20762.72,2868.09,216.76,849.04
120332809.0,130327500.73,132110845.32000001,137592903.3,142458214.59
31767.14,16976.22,11800.57,8273.86,3360.24
1866976560.6,2439968991.1,2962909303.6,3150225809.6,2853910970.4
9757786.74,8422472.98,6432393.08,770875.78,183532.67
0.0,0.0,0.0,0.0,20049428.37
5106684.69,36257040.87,47254497.25,50470746.1,51275046.59
17968132.63,12381934.14,6994270.06,4667693.98,1812173.91
0.0,72620.18,270420.83999999997,253444.82,342027.49
0.0,0.0,528.44,1578.57,673.75
0.0,0.0,0.0,1398249.43,2771629.91
11456.76,10455.07,7276.43,5619.51,4125.360000000001
261667343.25,503614964.12,589048804.78,570106546.76,656820373.9
8291355.5,5700504.359999999,3878545.76,3075817.9899999998,1815240.1099999999
16995.03,12984.51,10822.84,9426.650000000001,11754.63
0.0,0.0,0.0,60958.59,103899.05
8047.23,4344.42,2713.5299999999997,2792.42,1401.05
0.0,0.0,0.0,3283.66,2332.24
640214.64,625705.29,941082.68,800565.59,1283053.98
983462.22,944405.86,350930.46,94444.05,42399.71
2837213.16,3027894.5500000003,3215695.23,963796.28,124175.87
0.0,0.0,9198928.37,12132040.77,10513004.19
0.0,0.0,0.0,0.0,65351.61
58381.31,57987.01,34434.41,23196.36,17217.829999999998
0.0,2645232.44,5876990.56,7596447.72,11065607.96
25587361.43,41499616.26,42196971.87,30227648.5,31488068.01
6759306.76,7365158.7,5391835.95,5412179.01,5740570.12
813550008.45,703808695.8199999,634043763.83,510503911.75,466196051.67
58459.170000000006,30027.420000000002,39472.71,71672.92,162753.3
11008.0,7180.93,1681.87,1642.53,1041.65
0.0,0.0,0.0,770636.55,2713558.38
6295666.45,19620159.42,37834002.55,46624899.14,53127582.01
0.0,3377.13,118539.29000000001,2730746.48,6160169.66
1677969.55,1106192.83,744025.78,687610.92,191112.0
316096163.02,208882195.07999998,173039949.19,167619720.85,129698852.81
0.0,0.0,0.0,82.2,75.35
0.0,0.0,0.0,22974.15,83387.45
0.0,0.0,0.0,0.0,42777270.66
429575.5,1412224.68,2874537.57,3214466.91,3662957.61
0.0,0.0,0.0,67213.05,258010.19
52078136.19,109796513.41,132756710.0,137835466.38,156712783.57
59304.77,38506.23,25802.54,15612.96,13586.1
95162.87999999999,92787.2,71918.72,57014.96,49127.86
45615748.35,45552062.52,36363650.09,45851519.24,42623436.42
1592021.71,1294185.78,3101743.4,14250286.290000001,25285426.52
0.0,0.0,13173288.799999999,95829676.03,124493214.78
0.0,105584.96,2287853.76,1578503.33,1890857.34
16675266.139999999,24277612.14,27462803.11,227212791.85000002,433685800.02
77705327.73,110096660.07,111516027.14,105568565.94,110617058.39
1978.14,15590.88,21384.85,9065.93,1073.71
4993.65,6651.81,896.44,3160.78,5625.54
79502.14,65087.299999999996,47457.56,31484.62,25215.31
251073728.20000002,260781954.23000002,258194984.52,183638059.54,161694106.98
5337627.35,17751233.7,21711457.92,25300767.79,32398966.99
592041619.58,574688768.92,608106034.44,672840963.76,774684040.25
34498768.2,35603931.69,35840812.15,33824663.39,37105204.73
193802.82,210434.72,219137.84999999998,195778.82,122489.68
15503.8,9425.1,7745.709999999999,5332.16,2585.5299999999997
5255060.8,7385488.83,4824478.63,3117427.55,5211606.41
7964086.27,5550548.19,5498841.85,5040639.66,1546889.77
0.0,111341.08,354290.15,949006.87,3060408.47
175604357.89000002,171792512.69,167092281.52,126866062.53999999,97380372.47
23712.019999999997,86902.19,69487.0,62875.35,60627.66
196202.3,233470.24,243497.77,337488.69,517561.44
0.0,409.71,266.83,0.0,117.47
1237549.08,3931233.15,2956903.52,3028480.41,1626417.61
2822504.91,3321801.46,2366547.58,1944221.81,1961461.66
7841.72,5720.81,2531.27,1611.21,1349.88
10548372.84,15951809.36,15764896.99,22739499.48,14460108.969999999
19453.08,11856.18,3456.37,2003.15,2714.32
0.0,31762.55,148118.37,128606.81000000001,64930.119999999995
848596.3200000001,801682.11,791870.81,231522.15000000002,254302.98
45474.27,8002.43,0.0,0.0,7952.96
754567043.0799999,907581401.62,889375300.37,980921233.27,1075706174.8700001
59613614.28,68503455.57,82678459.28,95717741.17,117077747.78
0.0,0.0,0.0,189.67,449.58
200813.91,256453.54,225758.52,206835.64,201281.93
8617.05,27819.22,7484.71,5506.97,7805.530000000001
148075.54,14959.96,5491.89,1961.8,1043.4
1613946485.37,1339607952.07,1138034549.25,1093281270.07,1135425831.899
0.0,0.0,0.0,271921.19,990360.39
61499302.89,44447748.56,26096028.23,19377814.13,16406546.34
65638.24,228994.24,217892.71,235784.7,156214.41999999998
360357.27,391021.85,297128.6,264689.07,178830.08
138645.40000000002,196494.78,263108.41000000003,227974.6,207014.4
5402915652.82,5890112547.89,6344064114.56,6734188145.05,7095504812.54
37534.29,70246.83,49173.68,25600.88,60829.5
16064211.26,17085053.94,13647156.6,14317434.07,20830439.490000002
362441.58,365700.05,313229.38,111292.21,22656.92
211722243.08,249301089.79,250174277.93,88201405.23,4568914.89
87178048.65,64599403.910000004,60962051.58,59081145.349999994,53018086.67999999
338599.12,427140.98,476630.82,487781.84,587546.06
0.0,0.0,0.0,0.0,260161.05
11489143.33,11913307.6,19069640.16,25823425.939999998,39698517.25
0.0,0.0,0.0,0.0,1329074.86
2419331.25,72883451.2,139050181.06,193669344.73,253848562.31
182021.94,9314856.0,20170643.64,25768121.79,35554588.41
0.0,0.0,0.0,0.0,36390.65
0.0,3258.65,6791.88,232717.66,1600793.21
0.0,0.0,33456151.09,85621591.05,97415285.19999999
7855415.13,8107017.17,7704437.28,7183786.42,7534948.319999999
92139.73,25963.2,22767.28,21196.32,17978.73
0.0,0.0,0.0,610268.13,7027056.42
2293.31,2899.29,2543.85,1254.72,1168.96
40483033.29,25431992.64,9612885.86,4536357.81,3004800.11
0.0,0.0,0.0,0.0,110060482.08
3799638.89,3222242.93,3425910.57,3286329.95,1303118.98
0.0,3584.99,13569.01,14119.9,11820.52
0.0,0.0,181413.66,926915.0800000001,1514601.3900000001
1180089.03,841443.5800000001,689726.25,523137.76,340636.15
85788.6,59129.38,50730.72,43826.47,28172.79
1402922.3399999999,6036450.14,7693592.210000001,10315664.32,10601496.82
504975022.88,411789534.13,355335852.7,363677657.09000003,370602772.71
140974670.46,171690070.22,149805339.89,9250440.81,1393154.9
12647846.16,13290542.3,15085844.56,18713912.64,24448569.99
29777824.52,30713984.1,36758247.47,32928120.19,30712963.479999997
5222507.77,7093177.66,8795332.6,7009685.51,5026039.69
48678859.32000001,62974194.43,61765598.58,56614916.0,51905922.78
0.0,0.0,3577855.23,32547978.33,68154841.77
21009.78,21568.18,188663.14,220820.41,30164.449999999997
1681232.97,60825132.83,105966340.74000001,172274972.22,217113511.42000002
0.0,66347.84,130295.94,21505.92,11960.73
0.0,0.0,0.0,225148.18,1399389.84
136748.05,90753.27,146352.96,149249.09,43557.88
97511.69,193936.64,160649.7,83932.98,22151.37
155145805.4,171750788.03,170845273.04000002,164547596.49,176406764.7
13233234.04,17390231.94,19172727.06,21832332.93,24165671.34
139920.35,7404987.260000001,18852190.02,3287220.4299999997,3130726.5300000003
0.0,0.0,8446.71,861757.86,2860513.1799999997
505997130.02,401476139.34,392184465.68,399768322.67,482736998.5
20076092.92,7306921.73,570804.54,278101.32,1214720.63
394440.98,466295.34,542442.63,664081.57,865535.34
7042777.17,53282547.5,22562877.13,16861272.35,8467632.19
3462332.0100000002,5513980.37,41732092.23,52707981.6,72116298.24
18592937.24,14103699.43,1872785.48,328611.58,156916.43
93189.77,89011.62,77799.33,3545858.6599999997,24032089.14
655081.4400000001,522712.21,468746.55,440430.18,393283.22
0.0,0.0,0.0,0.0,246.11
981870.98,802209.36,981919.97,0.0,304940.6
93.78,1482200.6400000001,12697744.84,34845140.06,5275086.75
74906894.69,134523662.73,157927094.81,175631578.07,206411820.41
4977375.45,7928190.78,9808228.94,12469602.67,16240479.04
311726811.3301,396248422.93,494788705.94,463250454.17,503753622.05
7609076.38,10333507.13,11514949.88,13974624.53,13871886.06
391975201.81,438942895.35,431314500.5,480691761.83,506667891.03999996
22960.22,36631.48,3810807.3,16094699.46,18360237.95
1261579030.2099998,1336480362.8400002,1463651883.66,1511809126.38,1596202945.57
29946108.02,25516578.79,19193771.25,7304458.47,2627129.81
7530912.76,6486865.13,5718493.46,5534030.35,4925760.31
2947220.93,3842067.7399999998,3771713.5700000003,5971498.48,7331435.05
63680.99,111144.06,92849.4,7363.09,671.62
55663777.76,68717431.28,81028851.12,87018531.68,90515991.16
24214324.06,43120214.22,53909220.42,71763847.23,83817303.10000001
7893.73,6300.08,1742.9,663.56,683.44
20158481.38,30949447.06,40267144.04,6051227.0,1305839.71
34732542.019999996,47825354.08,72267205.17,111710418.06,293230113.06
27134689.740000002,36777284.150000006,41898647.95,41330010.85,35616159.96
74896392.91,90774138.81,116511854.75999999,170407948.07999998,212057568.97000003
2028212010.9599998,2045152384.63,1970010573.72,1690397117.1699998,1507234577.63
1638.83,1127.69,2426.84,1686.82,997.05
566291436.74,540573777.22,476632803.8,408523235.64,415229680.37
54831328.9,50585876.2,38812459.94,26402982.62,19403076.6
14330267.31,28247893.03,57980045.16,38092601.91,4828904.48
846625.47,1182093.38,1799093.17,2139216.3,14683879.28
827.24,249.04,426.37,379.37,260.1
0.0,85972.95,271814.23,402033.66,664235.89
1217829720.45,842306736.01,717919347.9200001,559533183.96,459268660.68
92230478.06,77288367.5,60623949.13999999,19767586.16,4561421.37
0.0,0.0,0.0,0.0,187798.17
433998435.27000004,407077597.13,270931556.24,138969151.54,99855457.35
2079694836.22,2229937567.78,2477895494.53,2495520496.88,2939455316.27
78190502.91,105182471.71,112186155.64,137253250.29000002,114462813.9
1737170.4100000001,2061101.1300000001,2109974.5,2106552.44,2478370.54
108206.31,116788.51,164940.73,254456.54,218800.84
0.0,0.0,0.0,3903050.13,2623461.46
280990.57,264615.76,117164.08,121148.0,151728.18
0.0,0.0,44650.01,95480.41,56372.41
62614.82,1621504.63,4730739.32,8731066.99,11121275.44
4366507.81,11454465.97,27862969.509999998,37627386.53,42173489.57
19550075.060000002,21536321.29,18893371.8,18233469.240000002,22628585.240000002
5362766.44,6033766.04,9784337.57,12076903.85,15806836.64
693645158.11,750524544.23,630515353.83,556427756.86,581905635.91
38238396.5,39244662.75,43971204.29,45721341.879999995,45119135.2
37752045.71,46489932.61,42071142.42,27890988.95,24542795.36
46128968.55,64345302.14,81556349.14,102088400.52,119614175.61
1802673.99,2915178.3,2661714.08,2348219.86,1457760.8
38732956.05,65695997.699999996,97866859.41,126736336.85,122846638.89
279346434.26,302453114.54,331420484.81,353657090.41,392645405.46
673770221.01,786840969.98,885070606.21,982840705.88,636173369.5799999
662441.62,1785165.79,2803699.87,2337823.3,1255391.24
19887.81,24911.89,18183.83,9217.939999999999,8824.85
93702391.94,100682688.78999999,110501234.12,94821143.72,72005997.42
5744684.300000001,11212670.32,10534579.13,9348163.59,7982835.1899999995
0.0,119334.43,792479.67,245318.8,12190.2
16925157.1,18114481.93,22315170.98,23819824.78,25524630.77
0.0,6239192.04,18706131.11,26316245.46,33386794.31
300676871.99,331371992.66,313292595.09,305737989.3,345623330.83
111070466.42999999,125040207.71,160241482.14,177337509.08,259292659.91
195107219.07999998,157848717.54,158504188.07,149332834.74,120871669.38
125484455.46,199317431.11,322224084.36,310886307.52,325070658.01
132025.31,11131.34,7953.76,3015.69,1285.72
0.0,0.0,0.0,28352678.97,164478183.11
0.0,0.0,0.0,1342509.7799999998,2798480.8100000005
3511.17,2584.7,1666.76,1859.44,953.64
3668108.88,3762498.14,3830459.94,3223383.77,2913626.89
237482.11,302034.11,72329.16,16100.25,198625.05
162175506.36,195238702.78,209818629.86,226086751.35999998,216832622.22
716795.77,2846920.57,6260512.65,7870982.43,10310899.74
23432526.18,15903019.32,5625750.220000001,1432131.7100000002,439138.66000000003
560851.68,7823674.52,13472024.28,15764694.72,15023195.04
0.0,0.0,0.0,10920256.0,14688634.37
3748245.48,3344281.1799999997,2698225.54,2408351.23,1729856.27
208937263.63,283138651.21999997,543945927.97,612009947.85,687000288.27
4386043.25,3831970.51,1304086.7000000002,590767.89,360004.66
1681805.2,1885833.59,2211360.09,2772444.55,3027712.44
0.0,0.0,0.0,1196469.0899999999,2320265.46
0.0,0.0,0.0,0.0,2989437.63
1546290380.32,1641312830.3,1796596235.79,1928357990.63,2161604010.92
11685.48,5397.12,5813.91,5422.45,3520.46
0.0,246630.85,20745357.770000003,46583654.82,70677795.28999999
0.0,0.0,72626.91,919028.66,2143655.95
97049540.67,65195574.07,55378406.72,47239734.56,45176662.07
204.11,424.26,853.9,1956.4,1071.86
35646573.52,44946031.050000004,54815860.800000004,37459112.06,24055682.819999997
50250.4,507848.08,631426.44,826788.55,324779.66
0.0,0.0,0.0,191089.74,859043.8
3991400.51,225233.86,47538.36,18907.64,9522.81
2162181.3899999997,1714661.58,5003422.05,7004049.49,1372909.89
0.0,0.0,0.0,86200.15,166249.36
3039323.79,5685952.36,12704744.5,12923003.21,19806926.33
1183063.0699999998,4339071.66,5422636.82,11340767.34,19675307.4
0.0,5588124.13,7241894.79,6839269.56,8180968.32
34563840.39,40781768.410000004,30354158.560000002,10522304.02,2517003.16
0.0,0.0,275451.52999999997,683900.97,659620.88
6061391.93,5592685.96,5096830.1,8471276.69,9214524.0
3017909.52,2329159.3,1950537.21,3604042.45,3633335.8600000003
6282726.959999999,5363493.21,4926819.81,3813677.87,2697946.32
4973469.9399999995,3960913.34,4248393.08,2305465.6100000003,1194664.21
102033.09,123404.46,64124.73,29633.46,35857.74
0.0,0.0,0.0,0.0,1200867.41
0.0,0.0,0.0,1445829.1800000002,3254825.85
25937.36,43642.55,35884.91,13933.12,6262.75
102161.62,276385.04,210190.95,187612.50999999998,152927.71
0.0,0.0,0.0,0.0,1925.41
335817743.46,411802224.579,460472657.81,535306166.51,561949842.18
89889560.35,108258175.83,111734591.31,101492170.29,88087756.3
14834737.25,2393604.97,70774.76,6204.41,845.23
3890896.74,4420248.85,9410675.15,14341811.77,26706908.91
7846600.82,14178063.660000002,14278351.51,8638870.84,7273362.279999999
337972.86,292798.99,368606.0,224679.75,2223269.46
158753231.02,155268599.55,172552802.66,98072497.59,57691424.089999996
3091.53,3917.07,1821.94,0.0,4698.26
54185961.89,61595220.96,51959879.65,34961206.95,35428870.72
6494.25,6753.0,3737.82,5266.95,4666.71
0.0,446146.17000000004,3064816.62,9058650.37,27993109.66
438119.24,1468168.83,1863346.65,1302810.76,1831787.18
239177.88,210965.52,296947.25,219568.44,239659.34999999998
505440.78,417374.14,116595.98,62229.49,52977.44
119202344.28999999,102522625.54,93515152.86999999,78555452.37,65919215.620000005
297551511.87,306397302.96,298132948.87,291232582.93,281548605.22
33398073.550000004,44223731.91,28322716.98,15531592.64,9169830.35
0.0,25855787.63,17413113.34,10208212.5,10997870.33
0.0,0.0,0.0,7140.66,91428.71
0.0,60852.36,4457449.34,19247865.13,36255957.68
4780855.21,5863958.74,17185075.2,69035530.27,119162311.19999999
0.0,0.0,29722.43,236718.02000000002,430035.92
1438.25,52192.1,3218141.98,873878.51,610348.96
3027198.0,4894850.1,4160240.97,2587457.4,1543966.83
11831531.71,13124742.01,11701473.71,12836189.85,13381219.31
844820.14,1441898.32,1244637.46,495570.54,458426.54000000004
0.0,0.0,0.0,0.0,127073.08
0.0,0.0,0.0,0.0,204867.59999999998
0.0,0.0,225196.57,1760999.02,7233073.9
0.0,0.0,0.0,0.0,9274873.87
987760557.38,1347704685.88,1425050361.12,1450439998.05,1427801766.74
133581787.94,138263943.06,175685332.25,181828757.4,177160625.64000002
565384.96,459557.5,563651.08,463800.14,270187.6
14796.76,29916.15,31189.63,12354.94,30845.0
