2018 Medicare Units Produced,2019 Medicare Units Produced,2020 Medicare Units Produced,2021 Medicare Units Produced,2022 Medicare Units Produced
0.0,0.0,0.0,0.0,847282.5
0.0,17275.0,42771.0,36054.0,27309.0
3962890.0,6536690.0,7847370.0,9305240.0,10176130.0
21283571.0,24807895.0,31456808.0,29805626.0,26577349.0
0.0,0.0,0.0,710.0,2211.0
20950.0,12808.0,10240.0,4380.0,26730.0
15055063.999,16847685.5,18588482.617,19212395.566,19101672.5
441267599.73899996,480133147.633,817571136.8610001,655091202.288,192387022.689
42223.0,36940.0,31620.0,28140.0,46700.0
57546.0,43327.0,396607.0,704806.0,770867.0
15871.0,16344.0,13605.0,12174.0,10864.0
23292.0,143072.0,186817.0,167236.0,191955.0
2122.0,9409.0,18621.0,17146.0,11158.0
1391915688.697,733967695.482,746419960.305,863855568.472,813157902.221
220587.0,186369.0,201916.0,192112.0,231302.0
5016.2,7850.9,1076.85,4903.0,4608.6
0.0,72490379.738,28724617.6,13652806.12,14421446.5
1793533.0,1611630.006,5281080.147,5024787.300000001,5214022.333000001
456861.38,429059.0,424922.0,312994.0,264691.0
391794.88,230693.565,315787.605,235903.03,364877.0
0.0,1488.0,2424.0,2884.0,1044.0
668337666.32,738659067.241,832995086.5320001,898636070.701,964465785.5080001
804061.018,4140367.34,7385421.0,5229846.636,5587203.305
2080938278.25,1920407360.8,1796251118.92,1480040185.2,1451811617.667
806466.0,957895.0,755235.0,826165.0,758028.0
0.0,0.0,22791.0,70626.0,70934.0
131103.0,158571.0,169938.0,175080.0,43536.0
1003284.0,7622979.0,24001457.0,112528603.243,120067775.347
0.0,0.0,0.0,0.0,32656.0
0.0,0.0,0.0,0.0,50495.0
0.0,0.0,0.0,0.0,279.5
10956941.484000001,5953670.75,5187198.5,2500228.0,1601791.822
74085.0,66030.5,57888.5,50307.0,10072.0
5339759037.274,6149214785.978,6094975804.96,6206089677.147,6791883525.018
383944066.944,431771662.995,497967334.898,512745674.969,571335595.875
12784.0,18945.0,346348.0,707537.5,1417569.09
0.0,0.0,0.0,0.0,740.0
52704109.419,44619814.33,49342863.499,38480228.541,31944828.248
358364.0,322480.0,358704.0,294367.0,215300.0
1320701824.905,1579226787.462,1454118570.351,1389910275.2020001,1410958071.87
0.0,953.0,3540.0,3720.0,4020.0
2370430.0,3064033.0,3178054.0,3324882.0,3055193.0
1217460.2,2408852.2,1776606.6,2879910.48,3107282.8
0.0,0.0,0.0,0.0,246234.0
331841008.504,298104028.185,313992075.844,321527647.946,308032403.107
2826411.6,3065487.033,2110515.31,1337353.135,1026517.577
860483.0,746533.0,586279.0,423653.0,81960.0
5104536.2,4950704.0,2959303.27,2147367.0,1897332.5
18963.0,16447.0,20859.0,28055.0,25187.0
5077.0,11207.0,10611.0,7944.0,15047.0
30391.0,37758.26,44656.05,47626.65,52248.754
149051.0,91961.0,133205.0,82585.0,35575.0
970637.0,777940.0,555937.0,514339.0,439732.0
3272.0,19312.0,31052.0,53771.0,317397.0
0.0,17114.0,2124.0,0.0,2345.0
54683.8,51858.2,43590.6,62302.6,67694.2
0.0,931.0,12264.0,3845.0,1929.0
71.0,565.0,818.0,2598.0,2970.0
0.0,2114.0,14923.0,17792.0,25557.0
26419713.0,32632786.214,4043974.6,929976.0,755597.0
9786.0,7840.0,25779.0,23700.0,24710.0
0.0,213752.24,719944.3,1048573.965,1210137.125
0.0,0.0,0.0,0.0,621.09
0.0,0.0,13034.0,11040.0,8409.14
5018.2,83972.0,68858.5,161578.0,104218.0
26395.0,60429.0,29522.0,20906.0,17064.0
393069543.19699997,402560321.378,414762264.339,402379088.76799995,389749877.708
6290283.72,1655367.4,616551.5,421452.19999999995,311756.5
1423623.85,1802862.98,1326141.33,1343375.9,606316.2
84047.0,1500.0,49316.0,22468.0,4320.0
0.0,0.0,1412.0,4394.0,11086.0
5435374.0,11028441.6,24314001.656,32454384.601999998,19057504.067
1859.0,14412.0,24445.0,10881.0,21843.0
38045236.727,29478592.15,38479010.7,44369009.304000005,43368643.444
7811790.5,35927694.833000004,113478866.837,145869523.092,185202384.607
2454325.0,2881895.0,4404355.0,7011086.0,7033422.0
1995317.0,1058248.0,570997.0,715535.0,733193.0
0.0,7251.0,9543.8,319838.0,434773.6
0.0,0.0,0.0,0.0,1051.0
0.0,0.0,0.0,0.0,295866.0
172544.0,202339.26,163805.5,146769.0,126834.0
11461420.0,11806600.0,12130200.0,10803460.0,7599470.0
0.0,0.0,0.0,0.0,1325939.5
0.0,0.0,100510.0,168336.0,113970.0
1369240.0,1300524.0,1209192.0,1025188.0,740655.0
0.0,0.0,0.0,637.0,238.0
594859322.73,428746955.91800004,296624169.478,198625977.402,115341256.729
130061455.701,95264515.75,34471945.433,34865017.594000004,28805774.987999998
0.0,0.0,0.0,0.0,612.0
4493312933.415,3888754962.042,3800488823.683,3883312375.4900002,3394158316.466
0.0,0.0,0.0,982.0,2028.0
23149094.32,13320151.777999999,13308520.111,10418128.523,9990417.726
744151.4299999999,671421.03,344871.33,310915.68,182456.6
1887224.5559999999,2158454.856,1949845.4649999999,2140015.498,2795150.869
68188536.691,64946329.194000006,82433343.36199999,35404062.416,24118283.4
16001119.688,5006875.0,12086902.066,8720348.082,4147942.028
12628618.5,7105699.5,9389141.5,8508690.5,1963548.5
0.0,685.0,1535.0,641.0,795.0
1577701.0,1956781.0,1773438.0,1637867.484,107197.5
35.0,134.0,51.0,51.0,93.0
77572.584,63001.5,56479.8,46323.9,5499.9
0.0,0.0,0.0,0.0,31575.0
0.0,0.0,0.0,656387.0,1980783.0
0.0,0.0,883.0,20777.0,39820.0
48739.0,45719.0,31370.0,42123.0,87468.0
200880.0,299622.0,299314.0,243838.0,185526.0
1283321.0,1860194.0,1816975.0,979762.0,666409.0
0.0,0.0,6548.0,33034.0,10248.0
33573.0,42558.0,44330.0,43061.0,46626.0
66375968.85,65235149.929000005,44441338.8,28010381.672,17122291.663
0.0,0.0,0.0,14653777.58,33159962.0
0.0,0.0,4538.0,18303.0,31459.6
1492090.0,2637423.0,3553526.0,4240296.0,5633852.0
65317291.0,68200076.5,11527010.0,6146919.7870000005,6082278.234
0.0,0.0,0.0,0.0,660.0
0.0,0.0,54000.0,287080.0,574034.0
0.0,702.0,1117.0,592.0,360.0
25842682.519,31245128.64,33633822.897,34195104.333000004,32005254.466
18291777.5,57962499.29,87212916.432,268063123.768,358679859.693
311753.0,851244.0,712500.0,116828.0,199307.0
0.0,0.0,0.0,0.0,580.0
37558.0,5940.0,11700.0,22860.0,4320.0
0.0,17372.0,24691.0,258155.0,436855.0
4389706.0,2157242.0,808396.3,605522.0,355784.0
188112.0,315086.0,434454.0,375357.0,373849.0
1186576805.879,1779842239.874,2119722500.835,2081343019.522,1981767681.2680001
2214388.4,4591303.1,8916878.909,7832740.143,12358650.697
22092475.25,23526703.68,33100652.666,85690722.66499999,82308468.35
2070.0,2705.0,4525.0,9157.0,8000.0
2705464.0,181217837.12,408109626.867,500123509.55,872269634.3299999
0.0,0.0,0.0,0.0,33.0
112467936.82599999,139305116.10000002,175310049.22300002,235910753.497,293639357.541
248820.5,191076.95,179931.5,171754.5,140015.333
24930.0,25471.0,25620.0,20775.0,345.0
6600.0,6180.0,5824.0,3474.0,1320.0
371093.0,400861.0,427533.0,522837.0,614044.0
7913766.0,76173680.267,124410034.965,193142410.041,310944501.844
292622440.481,291687564.604,286707535.372,290372962.091,289288651.25
9284052.0,8876073.0,8170476.8100000005,6866641.34,2716691.0
0.0,0.0,0.0,0.0,13840.0
6243.0,6902.0,7227.0,6872.282,8308.152
230887.0,183600.0,213570.0,210466.0,195922.5
0.0,5857.0,2052260.0,5953876.5,4473347.0
285837299.738,281916838.082,257293198.449,187725019.689,148503875.088
226849.0,167705.0,137443.0,125385.0,88751.0
7746360.0,9078565.0,9160350.0,11538478.0,15328544.0
2197453.0,1899514.5,353226.0,1804149.0,3161525.5
59766519.0,225885257.0,147592960.0,166437752.03,181247330.5
240238.0,203901.0,135174.0,119795.0,99169.0
639870.0,1253237.0,1660888.0,1001967.0,902659.0
21828.0,131424.0,255713.0,348552.0,428013.0
89090.0,71800.0,46139.0,52154.0,51678.0
812733.5,1202185.5,1693160.5,2422664.5,2453393.0
2719278.0,3353946.0,2911946.0,2596913.0,2357613.0
0.0,0.0,0.0,1908816.6,8800540.457
328080.0,392220.0,402060.0,417800.0,425970.0
0.0,0.0,0.0,143609.0,6192018.0
7710355.047,9273269.739999998,10159365.271,10413449.709999999,11577461.950000001
47242867.820999995,45513910.59,51239504.286,51151423.903000005,50401750.333000004
146711.5,1194302.0,214142.0,142362.0,144511.0
0.0,1385.0,9718065.0,67079787.798,120697850.267
0.0,0.0,0.0,3948.0,158565.6
0.0,0.0,0.0,0.0,233761.166
14694586.57,12201707.1,16102742.99,20816054.6,20613892.700000003
49392549.273,68052210.141,58584894.760000005,60369201.589,59056279.953999996
2235821.0,2759079.0,4521184.0,1915878.0,58046.0
1126191504.118,993152416.396,698645544.401,614107996.389,486119871.917
443450.8,529126.55,382806.2,329038.0,899629.3
3788.5,225133.52,47591.7,213167.5,478242.0
2928.0,2780.0,783.0,1452.0,731.0
17640.0,24600.0,36000.0,22081.0,42661.0
0.0,18982.0,56917.0,104452.0,187723.0
0.0,0.0,0.0,10909.0,11531.0
975113.0,1039152.5,1412547.0,1670164.0,1407396.0
12065551.931,15883462.523000002,10082558.897,4095954.5999999996,2900365.0
4342.0,20383.0,31496.5,77980.0,11222.0
2479923.0,2512623.5,798359.0,168506.0,78660.0
22101749.0,13671020.666,11503899.832,2631518.86,376856.0
33548961.0,30399577.418,15949019.0,4873820.0,2857607.333
811502193.869,954904609.1470001,1030982501.856,986755875.46,886801943.545
1330848.0,1180683.0,1055651.0,948282.0,918361.0
81043083.74,89213712.992,90289807.396,69400975.98,114813266.05800001
116897.07,84280.612,87775.554,52681.600000000006,71106.555
4262425.0,3551830.0,2741266.0,2004336.0,1540500.0
93828.5,51867.04,35321.92,21027.94,13307.55
97466.2,75445.6,207609.5,25829.2,73345.6
448101980.64,310309462.31,67638607.0,50737740.0,44772453.0
206224.0,111649.0,135744.5,62462.0,77641.0
528569711.797,1008679881.1970001,1056878858.21,996201940.64,1060683202.1
3216.0,4320.0,3000.0,0.0,3604.0
102977.0,17993.0,6343.0,1710.0,3510.0
10068742.33,9973518.82,9531418.627999999,9386904.107,8662316.778
44920.046,41855.992,20448.012,25042.014,14564.4
7907922.0,7977266.0,8891905.0,8599901.0,7182052.0
71770.0,58985.0,45922.0,8426.0,3288.0
0.0,0.0,0.0,0.0,2682.0
868.0,5902.0,7237.0,9453.0,7114.0
45193840.868,30632803.665,17762029.79,11609696.333,4413737.097
0.0,77653.2,179928.0,264356.8,366862.05
0.0,0.0,2150.0,6050.0,2880.0
0.0,0.0,0.0,40770.0,82290.0
107125.0,89201.0,66829.0,46295.0,31635.0
121104701.16600001,211723612.252,242572057.732,215107963.803,232297258.32900003
333738.0,228977.0,155690.0,114910.0,62737.0
180672.0,125234.0,83838.0,45748.0,43544.0
0.0,0.0,0.0,990.0,1650.0
60358.0,33216.0,20459.0,21015.0,10359.0
0.0,0.0,0.0,12115.0,10288.0
1064.0,1092.0,1540.0,1288.0,2044.0
469670.0,469098.0,189055.0,56330.0,24940.0
8484.0,8744.0,10595.0,5415.5,500.0
0.0,0.0,79459847.0,122478014.0,110214234.0
0.0,0.0,0.0,0.0,58057.996
35400.0,33984.0,19470.0,14673.0,12078.0
0.0,11288.0,25236.0,29259.0,34501.0
393699.0,555898.0,470406.0,289829.0,277603.0
6885569.5,8802211.933,5403593.167,5555699.0,6358586.0
75853239.6,62799589.284,54476340.252000004,41981677.09,36479116.81
113082.65,112444.3,103421.8,75892.4,74938.7
3786.2,2013.0,841.7,994.7,926.6
0.0,0.0,0.0,1281.0,4809.0
195408.0,573008.0,1073210.0,1287970.0,1464882.36
0.0,56973.0,1675338.02,4741293.76,9839074.058
12006179.988,8097646.306,5467677.725,5085284.7,1491489.5
634873992.084,477499836.003,422355217.095,437340457.389,338159596.198
0.0,0.0,0.0,360.0,330.0
0.0,0.0,0.0,76630.0,276363.0
0.0,0.0,0.0,0.0,176536047.0
1025273.5,1611959.0,2296926.5,2723893.5,2571042.5
0.0,0.0,0.0,337196.0,1235836.0
46573.159,92434.187,103597.56,98193.56,102560.64
80055.0,47644.0,26690.0,17315.0,14273.0
672243.0,601647.0,505079.0,338991.0,265375.0
59078492.899000004,62716585.386,46901258.947,61593468.388,57433892.325
128506.0,94844.0,62032.0,94392.0,153106.0
0.0,0.0,1215904.5,7944067.5,9692504.5
0.0,15990.0,306657.0,190070.0,225025.0
514.7,2320.1,2044.7,823911.58,1472577.45
2867473.28,3837578.8,3622050.6,3175805.2,3171452.4
56655.0,386477.0,1079216.0,180475.0,20307.0
22901.0,28499.0,4893.0,12468.0,22603.0
112171.0,90602.0,64733.0,41971.0,32928.0
451864811.631,520505571.63,540605226.35,479164562.967,474581362.65
33588.0,101619.0,112007.0,122619.0,147489.0
1339103253.955,1457617095.842,1539857872.7680001,1740506554.747,2123750062.698
124486229.671,133359866.70199999,133793348.266,126983921.053,132956693.16
3791037.0,3536893.444,3152305.889,2902046.0,2222742.0
92065.0,57517.0,46178.0,32474.0,15329.0
33211782.048,41103734.665,28205348.353,18361225.641000003,29408274.83
1502910.0,1545988.5,1602991.0,1512124.0,328407.0
0.0,1414.0,4578.0,11116.0,36848.0
483936135.806,520503830.356,511673532.797,414310125.301,333354085.113
47951.92,187490.166,149059.36,124240.51999999999,115614.44
7723913.242,9087550.667,9630642.939,13045114.6,19340380.0
0.0,2530.0,1590.0,0.0,870.0
347329.0,1157505.0,826903.0,943642.0,444801.0
3534478.7290000003,4839667.022,3923888.0130000003,3203178.001,4886576.139
4123.0,3217.0,1345.0,702.0,628.0
8790768.196,5949350.782,6643264.562,7492977.132,6979610.502
11288.0,5193.0,1268.0,944.0,1223.0
0.0,3916.5,28091.6,97846.06,27079.0
1108737.85,835316.887,569060.491,113584.625,156240.37900000002
26550.0,4600.0,0.0,0.0,4350.0
45253303.3,51574878.17,27867168.95,26952933.8,26395709.15
2251207.7,2661442.19,3093557.6,3435653.0,3971166.6
0.0,0.0,0.0,1165.0,1618.0
1585616.0,1933981.0,1701060.0,1546162.0,1488884.0
586.437,1453.502,466.465,648.184,930.54
1359874.0,283327.0,171677.0,76367.0,63533.0
1983917119.453,1445482183.743,1060195101.729,1116943093.699,975411641.4550999
0.0,0.0,0.0,23557.2,85912.9
15017413.881,10047858.545,6900948.576,6800036.37,6187953.547
24801.5,27347.084,43878.0,28045.139,13929.75
513465.0,330714.8,623480.6,373753.7,33241.9
22461.0,35506.0,62379.0,37657.0,42617.62
181111041.088,177633486.54299998,181619816.77199998,183779524.10099998,180083144.413
7230.0,6614.0,864.0,178.0,7262.0
182258.301,171706.77,156463.402,172160.6,224412.7
4918.5,4558.4,4086.3,2566.8,1137.2
371201.584,553013.988,850467.7,360548.96,16156.0
2084362.0,1789983.0,1689789.0,1566674.0,1354281.0
7700.0,9491.0,11040.0,11312.048,20893.03
0.0,0.0,0.0,0.0,7400.0
14448.0,14290.0,23478.0,31596.0,48108.0
0.0,0.0,0.0,0.0,158566.0
17347542.0,270683067.47,583361764.348,1073850279.697,1374599880.835
19913.0,1015356.0,2070023.0,2476864.0,3270893.0
0.0,0.0,0.0,0.0,25130.0
0.0,12330.0,25612.0,1771589.0,4846621.0
0.0,0.0,207371.0,518280.0,528923.0
709368.8,708750.0,624224.2,574270.0,587454.2
17035.4,4667.6,3790.8,3331.4,2718.4
0.0,0.0,0.0,246.0,18536.0
9980.0,12830.0,11550.0,5650.0,5280.0
1037246.0,663432.0,262144.0,123184.0,75095.0
0.0,0.0,0.0,0.0,213827.0
2449461.88,2169355.75,2500464.507,2425072.218,981812.1799999999
0.0,27.0,97.912,104.912,78.0
0.0,0.0,1525134.38,8048026.640000001,13755264.98
3057732.0,2444048.0,2163189.7,1683502.0,1069804.0
691997.0,524170.0,470471.0,438079.0,249636.0
240066.5,678717.0,880319.0,1090971.0,1064805.9
48829090.8,40342917.0,39696942.889,40622764.0,38789387.389
16632628.9,19824536.0,16226477.0,977791.0,144521.0
373505.0,373825.0,412825.0,486010.0,606155.0
31344924.95,26601767.292,28882762.072,26745716.534999996,27006961.314
21602007.924,28475885.362,29655242.44,26258993.405,20641812.99
86707831.064,100974368.419,87154437.998,75498003.56799999,71263489.575
0.0,0.0,122013.5,984163.0,1918463.0
106138.0,120191.0,1640205.79,1840406.5,231687.0
5257517.5,41500356.07,121439577.561,235255903.565,285483070.67
0.0,108.0,226.0,73.0,53.0
0.0,0.0,0.0,210506.0,1821448.0
4653689.0,3106148.333,5174391.727,5487847.909,1721667.667
3192.0,6356.0,5220.0,2670.0,690.0
18524179.099,19647207.003,19039734.15,18001663.575,17705056.116
62700.92,78261.43,81854.12,88880.76,93855.88
129200.0,1720025.0,4065265.4,1433505.0,656420.44
0.0,0.0,5640.0,601430.94,2192056.5
2414135919.212,1979504460.632,2147664259.0020003,2144061336.0770001,2450908729.08
79424546.032,26242065.454,1829548.0,723997.0,3429766.0
673.5,796.0,925.0,1110.0,1393.0
521460.0,2156596.0,1045529.0,786860.0,392312.0
764665.105,1647331.05,12933153.793000001,18766209.082,25365722.846
6224964.8,4602166.88,622051.0,117601.0,53330.0
227380.5,215603.0,187393.0,489254.667,31800319.004
2750019.0,1691256.0,1123750.0,969447.0,852339.0
0.0,0.0,0.0,0.0,595.0
179.0,139.0,162.0,0.0,46.0
758.0,153269.0,1241942.4,3328373.72,502984.0
628854789.018,817666187.756,934975505.386,1389266175.017,2032801586.253
31065.0,42736.0,46187.0,51654.0,55463.0
214227961.315,231744946.91099998,181564858.046,171631598.969,150913419.83
5433439.6,7106319.0,8163891.7,9997572.0,9478807.5
763732819.491,844553462.04,835381206.215,772985763.281,761039792.037
940.0,1030.0,291099.999,1239689.0,1420561.0
29421133.873,31563494.29,32825565.5,31703204.925,31304835.0
4563262.0,3713996.9,2825196.5,1036722.5,491644.0
479898.0,414306.0,366588.0,351236.0,306713.0
3363271.95,6705220.04,7088244.970000001,24445464.878,30158755.2
6251789.5,9170330.99,8734248.1,631314.0,53456.0
3056084.0,3466546.0,3749718.534,3771430.0,3745478.0
603123.0,1008301.0,1234455.0,1600685.0,1756441.0
4670.0,5591.0,2972.0,1354.0,847.0
1540734.0,2225751.0,2763464.0,387142.0,76317.0
42849503.1,58064511.0,106674042.03400001,214741580.73,265912820.36
111281377.28,240025482.9,321621600.566,338841545.811,260644703.70299998
385009.0,443008.0,503153.0,545690.0,627621.0
188722565.588,175592287.268,156810426.335,105336309.86400001,67977081.73300001
60036.0,45370.0,126702.0,78996.0,53690.0
884244074.412,913838779.454,873456486.6470001,853856865.567,844817796.75
65853700.577,70205252.796,58055717.451000005,45269943.312,39287580.311
31125551.162,20249503.748999998,40348333.731,31135636.7,3049311.17
2336.0,5087.0,5298.0,5701.5,134397.5
4719.0,1380.0,2329.0,2055.0,1341.0
0.0,9385.11,19661.904,106202.36,133302.02
3465634.0,2332487.0,1960584.857,1495600.0,1205971.0
3631748.6010000003,3203894.173,2339635.78,1457769.966,911345.051
0.0,0.0,0.0,0.0,38257.0
54871875.646,45369835.180999994,27948624.127,12038220.356999999,6531778.684
4871949663.853,4347792641.611,4565353922.49,4411563688.266,4880992373.067
199151739.16,233743254.891,240364943.801,247023471.861,258600927.231
200181.0,199699.5,162272.785,146719.942,145405.785
26761.0,32530.0,46801.0,74731.0,71949.0
0.0,0.0,0.0,28481.0,19055.0
5302.0,4319.0,1857.0,1804.0,2061.0
0.0,0.0,1226.0,3750.0,2620.0
2840.0,78705.0,221423.0,375888.28,447150.0
4962.98,14858.44,83740.04000000001,129960.54000000001,139778.116
259467899.75,226284173.998,236901120.63799998,217599016.842,214097648.459
6796389.546,8096580.62,13560431.783,24438159.832,52373577.351
1561080213.573,1709629396.443,1537485567.79,1409658911.969,1501463201.004
735638.0,675710.0,494820.0,508175.0,471138.0
6151339.0,10514639.5,15368840.5,9823001.711,9232536.5
130641315.09,184982487.35,240243850.827,266816443.688,243062764.1
7870804.333,12832309.151,11907881.774,10541559.568,6543968.0
125879682.34,304213544.621,466134969.413,668379519.772,592302576.0960001
8811570.081999999,7637968.5,7418048.0,6848435.7,6504170.999
69863115.947,76643301.355,84443547.401,89081208.729,57921727.136
828264.0,2259625.0,3446716.143,2798683.0,1496129.666
20319.0,25420.0,19025.0,10260.0,9912.0
353248.0,370948.0,391417.0,323261.0,237615.0
396518.5,619179.0,542641.5,430699.0,272517.0
0.0,18125.0,114186.0,34709.0,1692.0
52565675.649,55354753.054,61649650.576,66705924.798999995,66010899.12
0.0,665.0,1950.0,144808.0,211096.0
1661489314.659,1738185898.298,1752095564.705,1787148116.137,2004572750.397
1683251.8,1771010.6,2058647.4,2137011.8,2516835.2
192357593.095,159336782.085,178775182.729,194459101.437,188978734.327
160173059.907,336276377.642,647013998.0730001,621491621.211,559688992.536
220022.0,19340.0,15824.0,4436.0,2376.0
0.0,0.0,0.0,1813619.0,10411408.0
0.0,0.0,0.0,57114.0,170596.0
408.0,286.0,240.0,275.0,126.0
1940292.5,1788723.0,1728043.0,1443876.0,1258137.5
451.5,568.5,139.0,27.5,333.0
2898658.5,2903380.0,2753768.0,2537684.0,2390538.5
98256.0,340833.0,743981.0,926232.84,1108522.0
106675859.794,62137635.777,18777469.763,4777767.8,1724001.0
2632.0,35530.0,58774.0,58724.0,46792.0
0.0,0.0,0.0,4547.75,6297.0
3282427.25,3972615.5,3257762.9,2219209.5,1401012.333
635778.0,785869.0,1776190.0,1999633.0,2123925.0
512613.5,429637.0,138941.0,65496.0,42092.0
408516.033,432305.033,467478.25,552272.25,557723.0
0.0,0.0,0.0,783570.0,1612858.0
0.0,0.0,0.0,0.0,660.0
24011770.0,23050084.0,23581930.0,23331576.998999998,23372452.975
7640.0,3320.0,2480.0,4260.0,2250.0
0.0,156699.5,21589763.085,57593639.632,87175867.273
0.0,0.0,16260.0,919050.0,6802800.462
33118.0,22123.0,18771.0,15510.0,14330.0
861.0,3330.0,3693.0,3687.0,1311.0
142394287.922,94700174.0,140049509.911,76972086.799,79295973.544
15718.0,475018.0,560488.0,751213.0,309179.0
0.0,0.0,0.0,15275.0,65617.0
13234085.5,791876.0,168386.5,69929.0,30078.0
2154344.475,1963131.75,8259597.32,13352746.315,1787957.3
0.0,0.0,0.0,75348.0,144317.0
27643909.772,46212432.839,110132129.07299998,114392236.183,129961993.25400001
1077436.536,1558850.751,3805081.7300000004,45196205.986,87990239.293
0.0,1369580.0,1724232.0,1566293.43,1624670.0
48856.0,56674.0,42536.0,15999.0,5477.0
0.0,0.0,16830.0,41669.0,39480.0
4166489.676,4413947.448,3846815.882,4787872.772,3461496.551
24418496.0,18731290.0,15562888.0,23709279.0,22946008.0
37526210.0,32409779.0,30470743.0,24926171.490000002,18443644.0
3969370.1,3036498.998,3424801.75,1269039.5,597787.5
286387.5,347562.0,163949.0,78849.0,95725.0
0.0,0.0,0.0,0.0,155788.0
0.0,0.0,0.0,6661.0,12878.0
20199.5,38212.0,33865.5,12817.45,5136.0
212744.6,322018.0,168594.68,74134.55,47475.7
0.0,0.0,0.0,0.0,574.0
690613451.202,832973136.676,828975288.992,816551735.777,770810532.904
114644567.454,174203286.442,181087371.458,181991728.454,171350254.752
95792492.853,16349075.761,408126.5,35291.0,5016.0
19743973.1,22880386.1,25597786.643,37740987.05,62474787.449
3124582.0,6830388.768,9222160.951000001,4551058.17,4119483.143
295536.5,484481.5,622481.0,250355.0,5020928.0
33917448.149000004,41030772.4,102976279.787,75271235.97,40727897.94
1180.0,1130.0,800.0,0.0,1270.0
90761086.01099999,88474533.828,79034629.052,60675413.142000005,77682858.766
1204.0,1206.0,642.0,859.0,687.0
0.0,429316.0,1343662.0,4799109.0,6568844.81
519388.0,2171277.0,2896452.0,2185329.0,3154185.0
73933.0,62384.0,69951.0,52370.0,34929.0
38160.1,47420.0,5584.0,13532.0,9045.0
11760641.0,10307328.719999999,9199126.5,7612694.5,6481374.5
37633788.661,37022374.46,34665226.746,31958031.574,29412858.0
4936550.075,2678927.671,1879979.847,1262594.475,1228347.475
0.0,571949.453,2413578.824,5961520.045,11492222.867999999
0.0,0.0,0.0,506.8,7062.502
0.0,43.900000000000006,3022.8,12468.5,29721.14
10293135.0,12113404.0,16987309.472,115809450.623,366350336.35
0.0,0.0,154955.0,1824273.5,3279478.5
22500.0,487623.0,19990967.0,5735750.0,4003192.0
1087475.0,1896948.0,1706147.93,950216.5,421327.5
948148323.57,1012386884.8,1000937064.1,1103051924.7,1100468349.0
4071493.0,6163620.2,4120422.4699999997,1565704.0,987775.0
0.0,0.0,0.0,0.0,23460.0
0.0,0.0,0.0,0.0,382.2
0.0,0.0,5037.0,38128.0,144787.0
0.0,0.0,0.0,0.0,7378.0
3444819294.177,4491221757.293,4908414559.07,4974302472.948,4976432348.439
46828171.16,48086873.576000005,54340251.032,52037669.0,52926769.934
48699.0,37633.5,43692.5,34830.0,19758.5
6450.0,8800.0,9000.0,3450.0,8850.0
